id;tipo;denominacion;codigo;tipo_nombre;sub_codigo;abreviarura;orden;estado
772;88;Ghana;288;PAIS;;GHA;76;A
773;88;Gibraltar;292;PAIS;;GIB;77;A
774;88;Granada;308;PAIS;;GRD;78;A
775;88;Grecia;300;PAIS;;GRC;79;A
776;88;Groenlandia;304;PAIS;;GRL;80;A
777;88;Guadalupe;312;PAIS;;GLP;81;A
778;88;Guam;316;PAIS;;GUM;82;A
779;88;Guatemala;320;PAIS;;GTM;83;A
780;88;Guyana;328;PAIS;;GUY;84;A
781;88;Guayana Francesa;254;PAIS;;GUF;85;A
782;88;Guernsey;831;PAIS;;GGY;86;A
783;88;Guinea;324;PAIS;;GIN;87;A
784;88;Guinea Ecuatorial;226;PAIS;;GNQ;88;A
785;88;Guinea-Bis u;624;PAIS;;GNB;89;A
786;88;Hait ;332;PAIS;;HTI;90;A
787;88;Honduras;340;PAIS;;HND;91;A
788;88;Hong Kong;344;PAIS;;HKG;92;A
789;88;Hungr a;348;PAIS;;HUN;93;A
790;88;India;356;PAIS;;IND;94;A
791;88;Indonesia;360;PAIS;;IDN;95;A
792;88;Irak;368;PAIS;;IRQ;96;A
793;88;Ir n;364;PAIS;;IRN;97;A
794;88;Irlanda;372;PAIS;;IRL;98;A
795;88;Isla Bouvet;074;PAIS;;BVT;99;A
796;88;Isla de Man;833;PAIS;;IMN;100;A
797;88;Isla Norfolk;574;PAIS;;NFK;101;A
798;88;Isla de Navidad;162;PAIS;;CXR;102;A
799;88;Islandia;352;PAIS;;ISL;103;A
800;88;Islas  land;248;PAIS;;ALA;104;A
801;88;Islas Caim n;136;PAIS;;CYM;105;A
802;88;Islas Cocos;166;PAIS;;CCK;106;A
803;88;Islas Cook;184;PAIS;;COK;107;A
804;88;Islas Feroe;234;PAIS;;FRO;108;A
805;88;Islas Georgias del Sur y Sandwich del Sur;239;PAIS;;SGS;109;A
806;88;Islas Heard y McDonald;334;PAIS;;HMD;110;A
807;88;Islas Malvinas;238;PAIS;;FLK;111;A
808;88;Islas Marianas del Norte;580;PAIS;;MNP;112;A
809;88;Islas Marshall;584;PAIS;;MHL;113;A
810;88;Islas Pitcairn;612;PAIS;;PCN;114;A
811;88;Islas Salom n;090;PAIS;;SLB;115;A
812;88;Islas Turcas y Caicos;796;PAIS;;TCA;116;A
813;88;Islas ultramarinas de Estados Unidos;581;PAIS;;UMI;117;A
814;88;Islas V rgenes Brit nicas;092;PAIS;;VGB;118;A
815;88;Islas V rgenes de los Estados Unidos;850;PAIS;;VIR;119;A
816;88;Israel;376;PAIS;;ISR;120;A
817;88;Italia;380;PAIS;;ITA;121;A
818;88;Jamaica;388;PAIS;;JAM;122;A
819;88;Jap n;392;PAIS;;JPN;123;A
820;88;Jersey;832;PAIS;;JEY;124;A
821;88;Jordania;400;PAIS;;JOR;125;A
822;88;Kazajist n;398;PAIS;;KAZ;126;A
823;88;Kenia;404;PAIS;;KEN;127;A
824;88;Kirguist n;417;PAIS;;KGZ;128;A
825;88;Kiribati;296;PAIS;;KIR;129;A
826;88;Kuwait;414;PAIS;;KWT;130;A
827;88;Laos;418;PAIS;;LAO;131;A
828;88;Lesoto;426;PAIS;;LSO;132;A
829;88;Letonia;428;PAIS;;LVA;133;A
830;88;L bano;422;PAIS;;LBN;134;A
831;88;Liberia;430;PAIS;;LBR;135;A
832;88;Libia;434;PAIS;;LBY;136;A
833;88;Liechtenstein;438;PAIS;;LIE;137;A
834;88;Lituania;440;PAIS;;LTU;138;A
835;88;Luxemburgo;442;PAIS;;LUX;139;A
836;88;Macao;446;PAIS;;MAC;140;A
837;88;Madagascar;450;PAIS;;MDG;141;A
838;88;Malasia;458;PAIS;;MYS;142;A
839;88;Malaui;454;PAIS;;MWI;143;A
840;88;Maldivas;462;PAIS;;MDV;144;A
841;88;Mal ;466;PAIS;;MLI;145;A
842;88;Malta;470;PAIS;;MLT;146;A
843;88;Marruecos;504;PAIS;;MAR;147;A
844;88;Martinica;474;PAIS;;MTQ;148;A
845;88;Mauricio;480;PAIS;;MUS;149;A
846;88;Mauritania;478;PAIS;;MRT;150;A
847;88;Mayotte;175;PAIS;;MYT;151;A
848;88;M xico;484;PAIS;;MEX;152;A
849;88;Micronesia;583;PAIS;;FSM;153;A
850;88;Moldavia;498;PAIS;;MDA;154;A
851;88;M naco;492;PAIS;;MCO;155;A
852;88;Mongolia;496;PAIS;;MNG;156;A
853;88;Montenegro;499;PAIS;;MNE;157;A
854;88;Montserrat;500;PAIS;;MSR;158;A
855;88;Mozambique;508;PAIS;;MOZ;159;A
856;88;Myanmar (Birmania);104;PAIS;;MMR;160;A
857;88;Namibia;516;PAIS;;NAM;161;A
858;88;Nauru;520;PAIS;;NRU;162;A
859;88;Nepal;524;PAIS;;NPL;163;A
860;88;Nicaragua;558;PAIS;;NIC;164;A
861;88;N ger;562;PAIS;;NER;165;A
862;88;Nigeria;566;PAIS;;NGA;166;A
863;88;Niue;570;PAIS;;NIU;167;A
864;88;Noruega;578;PAIS;;NOR;168;A
865;88;Nueva Caledonia;540;PAIS;;NCL;169;A
866;88;Nueva Zelanda;554;PAIS;;NZL;170;A
867;88;Om n;512;PAIS;;OMN;171;A
868;88;Pa ses Bajos;528;PAIS;;NLD;172;A
869;88;Pakist n;586;PAIS;;PAK;173;A
870;88;Palaos;585;PAIS;;PLW;174;A
871;88;Estado de Palestina;275;PAIS;;PSE;175;A
872;88;Panam ;591;PAIS;;PAN;176;A
873;88;Pap a Nueva Guinea;598;PAIS;;PNG;177;A
874;88;Paraguay;600;PAIS;;PRY;178;A
875;88;Per ;604;PAIS;;PER;179;A
876;88;Polinesia Francesa;258;PAIS;;PYF;180;A
877;88;Polonia;616;PAIS;;POL;181;A
878;88;Portugal;620;PAIS;;PRT;182;A
879;88;Puerto Rico;630;PAIS;;PRI;183;A
880;88;Catar;634;PAIS;;QAT;184;A
881;88;Reino Unido;826;PAIS;;GBR;185;A
882;88;Rep blica Centroafricana;140;PAIS;;CAF;186;A
883;88;Rep blica Checa;203;PAIS;;CZE;187;A
884;88;Rep blica de Macedonia;807;PAIS;;MKD;188;A
885;88;Rep blica del Congo;178;PAIS;;COG;189;A
886;88;Rep blica Democr tica del Congo;180;PAIS;;COD;190;A
887;88;Rep blica Dominicana;214;PAIS;;DOM;191;A
888;88;Reuni n;638;PAIS;;REU;192;A
889;88;Ruanda;646;PAIS;;RWA;193;A
890;88;Rumania;642;PAIS;;ROU;194;A
891;88;Rusia;643;PAIS;;RUS;195;A
892;88;Sahara Occidental;732;PAIS;;ESH;196;A
893;88;San Bartolom ;652;PAIS;;BLM;197;A
894;88;San Mart n;663;PAIS;;MAF;198;A
895;88;Samoa;882;PAIS;;WSM;199;A
896;88;Samoa Americana;016;PAIS;;ASM;200;A
897;88;San Crist bal y Nieves;659;PAIS;;KNA;201;A
898;88;San Marino;674;PAIS;;SMR;202;A
899;88;San Pedro y Miquel n;666;PAIS;;SPM;203;A
900;88;San Vicente y las Granadinas;670;PAIS;;VCT;204;A
901;88;Santa Helena, A. y T.;654;PAIS;;SHN;205;A
902;88;Santa Luc a;662;PAIS;;LCA;206;A
903;88;Santo Tom  y Pr ncipe;678;PAIS;;STP;207;A
904;88;Senegal;686;PAIS;;SEN;208;A
905;88;Serbia;688;PAIS;;SRB;209;A
906;88;Seychelles;690;PAIS;;SYC;210;A
907;88;Sierra Leona;694;PAIS;;SLE;211;A
908;88;Singapur;702;PAIS;;SGP;212;A
909;88;Sint Maarten;663;PAIS;;SXM;213;A
910;88;Siria;760;PAIS;;SYR;214;A
911;88;Somalia;706;PAIS;;SOM;215;A
912;88;Sri Lanka;144;PAIS;;LKA;216;A
913;88;Suazilandia;748;PAIS;;SWZ;217;A
914;88;Sud frica;710;PAIS;;ZAF;218;A
915;88;Sud n;729;PAIS;;SDN;219;A
916;88;Sud n del Sur;728;PAIS;;SSD;220;A
917;88;Suecia;752;PAIS;;SWE;221;A
918;88;Suiza;756;PAIS;;CHE;222;A
919;88;Surinam;740;PAIS;;SUR;223;A
920;88;Svalbard y Jan Mayen;744;PAIS;;SJM;224;A
921;88;Tailandia;764;PAIS;;THA;225;A
922;88;Taiw n;158;PAIS;;TWN;226;A
923;88;Tanzania;834;PAIS;;TZA;227;A
924;88;Tayikist n;762;PAIS;;TJK;228;A
925;88;Territorio Brit nico del Oc ano  ndico;086;PAIS;;IOT;229;A
926;88;Territorios Australes Franceses;260;PAIS;;ATF;230;A
927;88;Timor Oriental;626;PAIS;;TLS;231;A
928;88;Togo;768;PAIS;;TGO;232;A
929;88;Tokelau;772;PAIS;;TKL;233;A
930;88;Tonga;776;PAIS;;TON;234;A
931;88;Trinidad y Tobago;780;PAIS;;TTO;235;A
932;88;T nez;788;PAIS;;TUN;236;A
933;88;Turkmenist n;795;PAIS;;TKM;237;A
934;88;Turqu a;792;PAIS;;TUR;238;A
935;88;Tuvalu;798;PAIS;;TUV;239;A
936;88;Ucrania;804;PAIS;;UKR;240;A
937;88;Uganda;800;PAIS;;UGA;241;A
938;88;Uruguay;858;PAIS;;URY;242;A
939;88;Uzbekist n;860;PAIS;;UZB;243;A
940;88;Vanuatu;548;PAIS;;VUT;244;A
941;88;Venezuela;862;PAIS;;VEN;245;A
942;88;Vietnam;704;PAIS;;VNM;246;A
943;88;Wallis y Futuna;876;PAIS;;WLF;247;A
944;88;Yemen;887;PAIS;;YEM;248;A
945;88;Yibuti;262;PAIS;;DJI;249;A
946;88;Zambia;894;PAIS;;ZMB;250;A
947;88;Zimbabue;716;PAIS;;ZWE;251;A
948;88;Inglaterra;895;PAIS;;ING;252;A
